title,authors,average_rating,categories,published_year,ratings_count,weighted_rating,context_string
CliffsNotes on Williams' The Glass Menagerie & Streetcar Named Desire,James L. Roberts,3.78,Literary Criticism,1965.0,9.0,3.90840721185264,Title: CliffsNotes on Williams' The Glass Menagerie & Streetcar Named Desire. Author(s): James L. Roberts. Category: Literary Criticism. Published: 1965. 
CliffsNotes on Flaubert's Madame Bovary,James L. Roberts,3.23,Literary Criticism,1964.0,13.0,3.908137711182815,Title: CliffsNotes on Flaubert's Madame Bovary. Author(s): James L. Roberts. Category: Literary Criticism. Published: 1964. 
Middlemarch,Brian Johnston;Mary Ellen Snodgrass,4.14,Study Aids,1967.0,7.0,3.9085048824595856,Title: Middlemarch. Author(s): Brian Johnston;Mary Ellen Snodgrass. Category: Study Aids. Published: 1967. 
CliffsNotes on Wiesel's Night,Maryam Riess,3.4,Literary Criticism,1996.0,5.0,3.908358444734104,Title: CliffsNotes on Wiesel's Night. Author(s): Maryam Riess. Category: Literary Criticism. Published: 1996. 
CliffsNotes on Hansberry's A Raisin in the Sun,Rosetta James,3.9,Literary Criticism,1992.0,10.0,3.908444899670071,Title: CliffsNotes on Hansberry's A Raisin in the Sun. Author(s): Rosetta James. Category: Literary Criticism. Published: 1992. 
CliffsNotes on Faulkner's The Sound and the Fury,James L. Roberts,3.83,Literary Criticism,1963.0,29.0,3.9083679130856797,Title: CliffsNotes on Faulkner's The Sound and the Fury. Author(s): James L. Roberts. Category: Literary Criticism. Published: 1963. 
CliffsNotes on Hemingway's The Sun Also Rises,Gary Carey,3.54,Literary Criticism,1968.0,13.0,3.908279430950437,Title: CliffsNotes on Hemingway's The Sun Also Rises. Author(s): Gary Carey. Category: Literary Criticism. Published: 1968. 
"Beckett's Waiting for Godot, Endgame, & Other Plays",Jeffrey Fisher;James L. Roberts,3.67,Study Aids,1980.0,3.0,3.9084227060154992,"Title: Beckett's Waiting for Godot, Endgame, & Other Plays. Author(s): Jeffrey Fisher;James L. Roberts. Category: Study Aids. Published: 1980. "
The Heidi Chronicles,Wendy Wasserstein,3.73,Literary Criticism,1990.0,1348.0,3.900368044844347,Title: The Heidi Chronicles. Author(s): Wendy Wasserstein. Category: Literary Criticism. Published: 1990. 
Four Baboons Adoring the Sun,John Guare,4.0,Drama,1995.0,234.0,3.909195433300962,Title: Four Baboons Adoring the Sun. Author(s): John Guare. Category: Drama. Published: 1995. 
A Streetcar Named Desire,Tennessee Williams,3.98,Drama,1953.0,229601.0,3.972117974929034,Title: A Streetcar Named Desire. Author(s): Tennessee Williams. Category: Drama. Published: 1953. 
Having Our Say,Emily Mann;Sarah Louise Delany,4.06,Drama,1996.0,77.0,3.9088573216614146,Title: Having Our Say. Author(s): Emily Mann;Sarah Louise Delany. Category: Drama. Published: 1996. 
"The Santaland Diaries ; And, Season's Greetings",David Sedaris,4.18,Performing Arts,1998.0,547.0,3.913575139117133,"Title: The Santaland Diaries ; And, Season's Greetings. Author(s): David Sedaris. Category: Performing Arts. Published: 1998. "
The Diary of Anne Frank,Frances Goodrich;Albert Hackett;Wendy Ann Kesselman,4.04,Drama,2000.0,1291.0,3.914163409332815,Title: The Diary of Anne Frank. Author(s): Frances Goodrich;Albert Hackett;Wendy Ann Kesselman. Category: Drama. Published: 2000. 
Wonder of the World,David Lindsay-Abaire,3.94,Drama,2003.0,43.0,3.908495531935159,Title: Wonder of the World. Author(s): David Lindsay-Abaire. Category: Drama. Published: 2003. 
An Adult Evening of Shel Silverstein,Shel Silverstein,4.02,Drama,2003.0,195.0,3.909207964466183,Title: An Adult Evening of Shel Silverstein. Author(s): Shel Silverstein. Category: Drama. Published: 2003. 
Franz Kafka's The Castle,David Fishelson;Aaron Leichter,4.07,Drama,2001.0,26629.0,3.986591087950371,Title: Franz Kafka's The Castle. Author(s): David Fishelson;Aaron Leichter. Category: Drama. Published: 2001. 
Gunslinger,Edward Dorn,4.11,Fiction,1989.0,238.0,3.910121529662857,Title: Gunslinger. Author(s): Edward Dorn. Category: Fiction. Published: 1989. 
Immigrant Acts,Lisa Lowe,4.0,Social Science,1996.0,197.0,3.9090780425947576,Title: Immigrant Acts. Author(s): Lisa Lowe. Category: Social Science. Published: 1996. 
Photography's Other Histories,Christopher Pinney;Nicolas Peterson;Nicholas Thomas,3.73,Photography,2003.0,22.0,3.9083098571396078,Title: Photography's Other Histories. Author(s): Christopher Pinney;Nicolas Peterson;Nicholas Thomas. Category: Photography. Published: 2003. 
Nikola Tesla,Carol Dommermuth-Costa,3.95,Technology & Engineering,1994.0,102.0,3.908596451242717,Title: Nikola Tesla. Author(s): Carol Dommermuth-Costa. Category: Technology & Engineering. Published: 1994. 
Oprah Winfrey,Katherine E. Krohn,3.82,Juvenile Nonfiction,2002.0,35.0,3.9083390918069534,Title: Oprah Winfrey. Author(s): Katherine E. Krohn. Category: Juvenile Nonfiction. Published: 2002. 
Barack Obama,Marlene Targ Brill,3.96,Juvenile Nonfiction,2006.0,19.0,3.9084823084647917,Title: Barack Obama. Author(s): Marlene Targ Brill. Category: Juvenile Nonfiction. Published: 2006. 
The Classical Drawing Atelier,Juliette Aristides,4.11,Art,2006.0,3553.0,3.930842972013078,Title: The Classical Drawing Atelier. Author(s): Juliette Aristides. Category: Art. Published: 2006. 
Freaks!,Steve Miller,4.06,Art,2004.0,31.0,3.9086129811304753,Title: Freaks!. Author(s): Steve Miller. Category: Art. Published: 2004. 
The Munsters,Stephen Cox,4.44,Performing Arts,2006.0,54.0,3.909455821468217,Title: The Munsters. Author(s): Stephen Cox. Category: Performing Arts. Published: 2006. 
A Picture Book of Thomas Jefferson,Unknown Author,3.72,Juvenile Nonfiction,1991.0,14.0,3.9083550961156432,Title: A Picture Book of Thomas Jefferson. Author(s): Unknown Author. Category: Juvenile Nonfiction. Published: 1991. 
Patrick,Tomie DePaola,4.06,Juvenile Nonfiction,1992.0,82.0,3.908883832897591,Title: Patrick. Author(s): Tomie DePaola. Category: Juvenile Nonfiction. Published: 1992. 
A Picture Book of Anne Frank,Unknown Author,4.17,Juvenile Nonfiction,1993.0,208.0,3.9103479819456606,Title: A Picture Book of Anne Frank. Author(s): Unknown Author. Category: Juvenile Nonfiction. Published: 1993. 
In the Name of Jesus,Henri J. M. Nouwen,4.35,Religion,1992.0,7501.0,4.000643774434062,Title: In the Name of Jesus. Author(s): Henri J. M. Nouwen. Category: Religion. Published: 1992. 
Life of the Beloved,Henri J. M. Nouwen,4.29,Religion,2002.0,6893.0,3.982918621668092,Title: Life of the Beloved. Author(s): Henri J. M. Nouwen. Category: Religion. Published: 2002. 
Save the Date,Jason King;Donna Freitas,3.75,Religion,2003.0,4.0,3.908425575686802,Title: Save the Date. Author(s): Jason King;Donna Freitas. Category: Religion. Published: 2003. 
Huxley and God,Aldous Huxley,4.31,Religion,2003.0,96.0,3.9097995473354628,Title: Huxley and God. Author(s): Aldous Huxley. Category: Religion. Published: 2003. 
Reinventing Jesus,J. Ed Komoszewski;M. James Sawyer;Daniel B. Wallace,4.19,Religion,2006.0,213.0,3.910542079670594,Title: Reinventing Jesus. Author(s): J. Ed Komoszewski;M. James Sawyer;Daniel B. Wallace. Category: Religion. Published: 2006. 
Quito 1599,Kris E. Lane,3.59,History,2002.0,21.0,3.9082127663188184,Title: Quito 1599. Author(s): Kris E. Lane. Category: History. Published: 2002. 
Art of Being,Erich Fromm,4.1,Philosophy,1994.0,2320.0,3.922903036433153,Title: Art of Being. Author(s): Erich Fromm. Category: Philosophy. Published: 1994. 
"Nathan the Wise, Minna von Barnhelm, and Other Plays and Writings: Gotthold Ephraim Lessing",Peter Demetz,3.72,Literary Criticism,1991.0,84.0,3.9078925896531778,"Title: Nathan the Wise, Minna von Barnhelm, and Other Plays and Writings: Gotthold Ephraim Lessing. Author(s): Peter Demetz. Category: Literary Criticism. Published: 1991. "
The Art of Listening,Erich Fromm,4.09,Philosophy,1998.0,252.0,3.910043354592403,Title: The Art of Listening. Author(s): Erich Fromm. Category: Philosophy. Published: 1998. 
Guerilla Film Makers Movie Blueprint,Chris Jones,4.2,Social Science,2003.0,50.0,3.9089598435830983,Title: Guerilla Film Makers Movie Blueprint. Author(s): Chris Jones. Category: Social Science. Published: 2003. 
Don DeLillo's White Noise,Leonard Orr,3.91,Literary Criticism,2003.0,75.0,3.9084519555581716,Title: Don DeLillo's White Noise. Author(s): Leonard Orr. Category: Literary Criticism. Published: 2003. 
Gabriel Garcia Marquez's Love in the Time of Cholera,Tom Fahy,4.23,Literary Criticism,2003.0,1729.0,3.926886324480937,Title: Gabriel Garcia Marquez's Love in the Time of Cholera. Author(s): Tom Fahy. Category: Literary Criticism. Published: 2003. 
David Foster Wallace's Infinite Jest,Stephen Burn,3.8,Literary Criticism,2003.0,853.0,3.905288123207737,Title: David Foster Wallace's Infinite Jest. Author(s): Stephen Burn. Category: Literary Criticism. Published: 2003. 
Anita Diamant's The Red Tent,Ann Finding,4.13,Literary Criticism,2004.0,439.0,3.911817700893862,Title: Anita Diamant's The Red Tent. Author(s): Ann Finding. Category: Literary Criticism. Published: 2004. 
Beyond the Chains of Illusion,Erich Fromm;Rainer Funk,4.09,Philosophy,2006.0,266.0,3.9101311707557147,Title: Beyond the Chains of Illusion. Author(s): Erich Fromm;Rainer Funk. Category: Philosophy. Published: 2006. 
JK Rowling's Harry Potter Novels,Philip Nel,3.57,Literary Criticism,2001.0,74.0,3.9075690136741943,Title: JK Rowling's Harry Potter Novels. Author(s): Philip Nel. Category: Literary Criticism. Published: 2001. 
Arundhati Roy's The God of Small Things,Julie Mullaney,4.0,Literary Criticism,2002.0,304.0,3.9094166966129547,Title: Arundhati Roy's The God of Small Things. Author(s): Julie Mullaney. Category: Literary Criticism. Published: 2002. 
History of Philosophy Volume 1,Frederick Copleston,4.08,Philosophy,2003.0,18.0,3.908556442730632,Title: History of Philosophy Volume 1. Author(s): Frederick Copleston. Category: Philosophy. Published: 2003. 
Culture of Fear Revisited,Frank Furedi,3.53,Social Science,2006.0,60.0,3.907650674086626,Title: Culture of Fear Revisited. Author(s): Frank Furedi. Category: Social Science. Published: 2006. 
Cervantes in Algiers,María Antonia Garcés,3.14,Health & Fitness,2005.0,7.0,3.908258667140772,Title: Cervantes in Algiers. Author(s): María Antonia Garcés. Category: Health & Fitness. Published: 2005. 
Helena,Evelyn Waugh,3.59,Fiction,2005.0,711.0,3.900676424099312,Title: Helena. Author(s): Evelyn Waugh. Category: Fiction. Published: 2005. 
Too Busy Not to Pray,Bill Hybels;LaVonne Neff,4.16,Religion,1998.0,9313.0,3.9705286463541576,Title: Too Busy Not to Pray. Author(s): Bill Hybels;LaVonne Neff. Category: Religion. Published: 1998. 
The Nature of the Atonement,James K. Beilby;Paul R. Eddy,3.76,Religion,2006.0,189.0,3.907467294259796,Title: The Nature of the Atonement. Author(s): James K. Beilby;Paul R. Eddy. Category: Religion. Published: 2006. 
Original Sin,Henri Blocher,3.67,Religion,2000.0,61.0,3.9079372291597854,Title: Original Sin. Author(s): Henri Blocher. Category: Religion. Published: 2000. 
The Cross from a Distance,Peter G. Bolt,3.87,Religion,2004.0,46.0,3.9083857478653923,Title: The Cross from a Distance. Author(s): Peter G. Bolt. Category: Religion. Published: 2004. 
Courageous Faith Through the Year,Bill Hybels,3.5,Religion,2004.0,0.0,0.0,Title: Courageous Faith Through the Year. Author(s): Bill Hybels. Category: Religion. Published: 2004. 
Beyond the Postmodern Mind,Huston Smith,4.21,Philosophy,2003.0,67.0,3.90915702167323,Title: Beyond the Postmodern Mind. Author(s): Huston Smith. Category: Philosophy. Published: 2003. 
Mandala,Judith Cornell,4.14,"Body, Mind & Spirit",2006.0,73.0,3.909041044141681,"Title: Mandala. Author(s): Judith Cornell. Category: Body, Mind & Spirit. Published: 2006. "
The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,4.63,Humor,1995.0,48868.0,4.3646539875106285,Title: The Calvin and Hobbes Tenth Anniversary Book. Author(s): Bill Watterson. Category: Humor. Published: 1995. 
The Days Are Just Packed,Bill Watterson,4.69,Humor,1993.0,20021.0,4.231446095116856,Title: The Days Are Just Packed. Author(s): Bill Watterson. Category: Humor. Published: 1993. 
Homicidal Psycho Jungle Cat,Bill Watterson,4.72,Humor,1994.0,14952.0,4.1881992375927135,Title: Homicidal Psycho Jungle Cat. Author(s): Bill Watterson. Category: Humor. Published: 1994. 
The Essential Calvin And Hobbes,Bill Watterson,4.64,Comics & Graphic Novels,1988.0,102955.0,4.4817304610977065,Title: The Essential Calvin And Hobbes. Author(s): Bill Watterson. Category: Comics & Graphic Novels. Published: 1988. 
The Calvin and Hobbes Lazy Sunday Book,Bill Watterson,4.67,Humor,1989.0,19364.0,4.217037487084022,Title: The Calvin and Hobbes Lazy Sunday Book. Author(s): Bill Watterson. Category: Humor. Published: 1989. 
It's a Magical World,Bill Watterson,4.76,Humor,1996.0,23336.0,4.292374664510775,Title: It's a Magical World. Author(s): Bill Watterson. Category: Humor. Published: 1996. 
Mary Engelbreit's Home Companion,Mary Engelbreit,4.18,Crafts & Hobbies,1994.0,56.0,3.9089818328433537,Title: Mary Engelbreit's Home Companion. Author(s): Mary Engelbreit. Category: Crafts & Hobbies. Published: 1994. 
Stephen King,George Beahm,3.79,Fiction,1998.0,49.0,3.9082440261544162,Title: Stephen King. Author(s): George Beahm. Category: Fiction. Published: 1998. 
Stephen King from A to Z,George Beahm,3.83,Fiction,1998.0,53.0,3.908301864360628,Title: Stephen King from A to Z. Author(s): George Beahm. Category: Fiction. Published: 1998. 
Foundations of Clinical Research,Leslie Gross Portney;Mary P. Watkins,4.04,Medical,2000.0,17.0,3.908526504911288,Title: Foundations of Clinical Research. Author(s): Leslie Gross Portney;Mary P. Watkins. Category: Medical. Published: 2000. 
Chosen by God,R. C. Sproul,4.33,Religion,1994.0,6623.0,3.9881119661442836,Title: Chosen by God. Author(s): R. C. Sproul. Category: Religion. Published: 1994. 
Four Mothers at Chautauqua,Isabella Alden,4.01,Fiction,1997.0,27.0,3.9085442457849093,Title: Four Mothers at Chautauqua. Author(s): Isabella Alden. Category: Fiction. Published: 1997. 
Desecration,Tim F. LaHaye;Jerry B. Jenkins,4.01,Fiction,2002.0,21074.0,3.951684678594815,Title: Desecration. Author(s): Tim F. LaHaye;Jerry B. Jenkins. Category: Fiction. Published: 2002. 
Armageddon,Tim F. LaHaye;Jerry B. Jenkins,4.03,Fiction,2003.0,15438.0,3.9512308592584597,Title: Armageddon. Author(s): Tim F. LaHaye;Jerry B. Jenkins. Category: Fiction. Published: 2003. 
Left behind,Tim Lahaye;Tim F. LaHaye;Jerry B. Jenkins,3.83,Fiction,1998.0,181922.0,3.8406004467427337,Title: Left behind. Author(s): Tim Lahaye;Tim F. LaHaye;Jerry B. Jenkins. Category: Fiction. Published: 1998. 
Redemption,Gary Smalley;Karen Kingsbury,4.37,Fiction,2002.0,24407.0,4.121679321191568,Title: Redemption. Author(s): Gary Smalley;Karen Kingsbury. Category: Fiction. Published: 2002. 
Remember,Karen Kingsbury;Gary Smalley,4.42,Fiction,2003.0,17714.0,4.104853268937544,Title: Remember. Author(s): Karen Kingsbury;Gary Smalley. Category: Fiction. Published: 2003. 
"Sit, Walk, Stand",Watchman Nee,4.41,Religion,1977.0,2554.0,3.9497994412145307,"Title: Sit, Walk, Stand. Author(s): Watchman Nee. Category: Religion. Published: 1977. "
Kingdom Come,Tim F. LaHaye;Jerry B. Jenkins,3.99,Fiction,2007.0,3967.0,3.9184359319514117,Title: Kingdom Come. Author(s): Tim F. LaHaye;Jerry B. Jenkins. Category: Fiction. Published: 2007. 
The Rising,Tim LaHaye;Tim F. LaHaye;Jerry B. Jenkins,4.19,Fiction,2005.0,14261.0,4.002515373538787,Title: The Rising. Author(s): Tim LaHaye;Tim F. LaHaye;Jerry B. Jenkins. Category: Fiction. Published: 2005. 
The Origin of the Bible,Philip Wesley Comfort,3.84,Religion,2003.0,74.0,3.908270130267287,Title: The Origin of the Bible. Author(s): Philip Wesley Comfort. Category: Religion. Published: 2003. 
Silenced,Jerry B. Jenkins,4.24,Fiction,2004.0,1493.0,3.9249942242475364,Title: Silenced. Author(s): Jerry B. Jenkins. Category: Fiction. Published: 2004. 
Rejoice,Karen Kingsbury;Gary Smalley,4.46,Fiction,2004.0,12187.0,4.0739662059541155,Title: Rejoice. Author(s): Karen Kingsbury;Gary Smalley. Category: Fiction. Published: 2004. 
Reunion,Karen Kingsbury;Gary Smalley,4.5,Fiction,2004.0,12171.0,4.085806840605577,Title: Reunion. Author(s): Karen Kingsbury;Gary Smalley. Category: Fiction. Published: 2004. 
Forgiven,Karen Kingsbury,4.41,Fiction,2005.0,9530.0,4.034386305582083,Title: Forgiven. Author(s): Karen Kingsbury. Category: Fiction. Published: 2005. 
Little Miss Birthday,Roger Hargreaves,4.0,Juvenile Fiction,2007.0,188.0,3.909049442190141,Title: Little Miss Birthday. Author(s): Roger Hargreaves. Category: Juvenile Fiction. Published: 2007. 
Mr. Jelly and the Pirates,Roger Hargreaves,3.82,Juvenile Fiction,2007.0,86.0,3.9081810634485117,Title: Mr. Jelly and the Pirates. Author(s): Roger Hargreaves. Category: Juvenile Fiction. Published: 2007. 
Mountain Madness,David Thompson,4.48,Fiction,1998.0,21.0,3.9088698376579925,Title: Mountain Madness. Author(s): David Thompson. Category: Fiction. Published: 1998. 
The Halloween Man,Douglas Clegg,3.36,Fiction,1998.0,554.0,3.897962453852968,Title: The Halloween Man. Author(s): Douglas Clegg. Category: Fiction. Published: 1998. 
Gold Rage,David Thompson,4.29,Fiction,1999.0,14.0,3.9086357124870417,Title: Gold Rage. Author(s): David Thompson. Category: Fiction. Published: 1999. 
The Nightmare Chronicles,Douglas Clegg,3.74,Fiction,1999.0,400.0,3.9061102163616717,Title: The Nightmare Chronicles. Author(s): Douglas Clegg. Category: Fiction. Published: 1999. 
Sweet Revenge,Lynsay Sands,3.98,Fiction,2000.0,1699.0,3.9124836404230408,Title: Sweet Revenge. Author(s): Lynsay Sands. Category: Fiction. Published: 2000. 
"Something Borrowed, Something Blue",Constance O'Banyon;Evelyn Rogers;Bobbi Smith,4.0,Fiction,2000.0,16.0,3.9084993779854353,"Title: Something Borrowed, Something Blue. Author(s): Constance O'Banyon;Evelyn Rogers;Bobbi Smith. Category: Fiction. Published: 2000. "
The House That Jack Built,Graham Masterton,3.87,Fiction,2000.0,1523.0,3.9064925069550593,Title: The House That Jack Built. Author(s): Graham Masterton. Category: Fiction. Published: 2000. 
